tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2023,2023,U.S. Open,26,"Clark, Wyndham",23604,1,1,The Los Angeles Country Club (North Course),43,70,1,1:10pm,64,2.826,3.013,0.649,0.891,4.552,7.378,323.2,0.692,0.667,0.889,65.458,38.75,7,4
pga,2023,2023,U.S. Open,26,"Clark, Wyndham",23604,1,2,The Los Angeles Country Club (North Course),43,70,10,7:40am,67,3.048,0.248,0.42,1.503,2.17,5.218,316.2,0.615,0.778,0.75,42.333,36.908,5,1
pga,2023,2023,U.S. Open,26,"Clark, Wyndham",23604,1,3,The Los Angeles Country Club (North Course),43,70,1,3:40pm,69,1.921,0.183,-1.33,2.073,0.925,2.846,315.0,0.769,0.667,0.625,23.583,39.37,5,2
pga,2023,2023,U.S. Open,26,"Clark, Wyndham",23604,1,4,The Los Angeles Country Club (North Course),43,70,1,2:30pm,70,-0.625,1.349,-0.283,1.159,2.225,1.6,314.4,0.769,0.667,0.667,63.5,41.894,7,7
pga,2023,2023,U.S. Open,26,"McIlroy, Rory",10091,2,1,The Los Angeles Country Club (North Course),43,70,1,1:54pm,65,2.795,-0.378,1.652,2.31,3.583,6.378,315.1,0.769,0.889,0.5,36.0,28.557,8,3
pga,2023,2023,U.S. Open,26,"McIlroy, Rory",10091,2,2,The Los Angeles Country Club (North Course),43,70,10,8:24am,67,1.899,-0.76,2.188,1.892,3.319,5.218,316.8,0.846,0.722,0.429,27.083,26.906,7,5
pga,2023,2023,U.S. Open,26,"McIlroy, Rory",10091,2,3,The Los Angeles Country Club (North Course),43,70,1,3:29pm,69,-1.113,1.406,-0.217,2.77,3.959,2.846,318.6,0.769,0.833,0.5,42.833,40.728,5,1
pga,2023,2023,U.S. Open,26,"McIlroy, Rory",10091,2,4,The Los Angeles Country Club (North Course),43,70,1,2:19pm,70,-1.979,0.811,1.219,1.55,3.579,1.6,313.0,0.615,0.833,0.4,65.917,28.411,4,2
pga,2023,2023,U.S. Open,26,"Scheffler, Scottie",18417,3,1,The Los Angeles Country Club (North Course),43,70,1,8:13am,67,1.473,-0.306,2.283,0.928,2.905,4.378,303.7,0.692,0.778,0.5,54.667,22.5,7,4
pga,2023,2023,U.S. Open,26,"Scheffler, Scottie",18417,3,2,The Los Angeles Country Club (North Course),43,70,10,1:43pm,68,0.126,0.589,2.965,0.538,4.092,4.218,306.2,0.462,0.667,0.833,84.931,30.256,5,1
pga,2023,2023,U.S. Open,26,"Scheffler, Scottie",18417,3,3,The Los Angeles Country Club (North Course),43,70,1,2:56pm,68,0.621,-0.213,2.008,1.43,3.225,3.846,308.4,0.769,0.667,0.571,27.667,29.211,4,5
pga,2023,2023,U.S. Open,26,"Scheffler, Scottie",18417,3,4,The Los Angeles Country Club (North Course),43,70,1,2:19pm,70,-1.067,2.175,-0.764,1.256,2.667,1.6,306.5,0.846,0.611,0.625,36.208,42.672,1,6
pga,2023,2023,U.S. Open,26,"Smith, Cameron",15856,4,1,The Los Angeles Country Club (North Course),43,70,1,1:32pm,69,1.977,-0.598,0.769,0.23,0.401,2.378,301.2,0.692,0.667,0.556,88.125,25.674,2,4
pga,2023,2023,U.S. Open,26,"Smith, Cameron",15856,4,2,The Los Angeles Country Club (North Course),43,70,10,8:02am,67,1.463,0.513,2.099,1.143,3.755,5.218,297.8,0.769,0.833,0.571,,31.512,3,1
pga,2023,2023,U.S. Open,26,"Smith, Cameron",15856,4,3,The Los Angeles Country Club (North Course),43,70,1,2:56pm,71,1.862,-0.345,0.414,-1.084,-1.016,0.846,289.9,0.538,0.5,0.455,155.792,31.833,5,5
pga,2023,2023,U.S. Open,26,"Smith, Cameron",15856,4,4,The Los Angeles Country Club (North Course),43,70,1,1:35pm,67,2.519,0.264,1.203,0.614,2.081,4.6,296.5,0.692,0.667,0.75,62.104,38.785,4,2
pga,2023,2023,U.S. Open,26,"Fleetwood, Tommy",12294,T5,1,The Los Angeles Country Club (North Course),43,70,1,7:40am,73,-3.145,0.338,-0.127,1.312,1.523,-1.622,297.8,0.846,0.611,0.444,36.083,35.536,2,6
pga,2023,2023,U.S. Open,26,"Fleetwood, Tommy",12294,T5,2,The Los Angeles Country Club (North Course),43,70,10,1:10pm,69,-0.203,1.64,1.882,-0.101,3.421,3.218,302.9,0.692,0.722,0.571,52.083,36.755,4,4
pga,2023,2023,U.S. Open,26,"Fleetwood, Tommy",12294,T5,3,The Los Angeles Country Club (North Course),43,70,1,9:55am,70,-0.143,0.402,1.321,0.266,1.989,1.846,305.2,0.769,0.5,0.615,41.083,29.097,4,8
pga,2023,2023,U.S. Open,26,"Fleetwood, Tommy",12294,T5,4,The Los Angeles Country Club (North Course),43,70,1,10:51am,63,2.328,-0.022,4.112,2.181,6.272,8.6,299.1,0.769,0.778,0.8,171.0,22.411,8,2
pga,2023,2023,U.S. Open,26,"Fowler, Rickie",12965,T5,1,The Los Angeles Country Club (North Course),43,70,10,8:02am,62,4.771,0.701,2.887,1.019,4.607,9.378,295.5,0.769,0.833,0.667,118.833,22.802,8,0
pga,2023,2023,U.S. Open,26,"Fowler, Rickie",12965,T5,2,The Los Angeles Country Club (North Course),43,70,1,1:32pm,68,1.566,0.392,1.68,0.581,2.652,4.218,300.8,0.769,0.778,0.4,147.0,32.135,4,4
pga,2023,2023,U.S. Open,26,"Fowler, Rickie",12965,T5,3,The Los Angeles Country Club (North Course),43,70,1,3:40pm,70,-1.187,1.916,1.118,-0.001,3.033,1.846,303.2,0.692,0.667,0.714,,32.469,6,6
pga,2023,2023,U.S. Open,26,"Fowler, Rickie",12965,T5,4,The Los Angeles Country Club (North Course),43,70,1,2:30pm,75,-1.508,1.165,-2.976,-0.082,-1.892,-3.4,295.2,0.769,0.5,0.6,120.333,48.401,3,7
