tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2022,2022,The Open Championship,100,"Smith, Cameron",15856,1,1,St. Andrews Links (Old Course),668,72,1,8:03am,67,3.824,0.681,0.579,0.615,1.875,5.699,308.6,0.562,0.778,0.833,36.273,34.026,5,5
pga,2022,2022,The Open Championship,100,"Smith, Cameron",15856,1,2,St. Andrews Links (Old Course),668,72,1,1:04pm,64,6.195,0.529,0.935,0.065,1.529,7.724,284.4,0.75,0.889,0.667,60.48,36.038,9,1
pga,2022,2022,The Open Championship,100,"Smith, Cameron",15856,1,3,St. Andrews Links (Old Course),668,72,1,3:55pm,73,-1.654,0.039,-0.36,0.313,-0.008,-1.663,314.7,0.625,0.889,0.4,58.87,24.77,1,4
pga,2022,2022,The Open Championship,100,"Smith, Cameron",15856,1,4,St. Andrews Links (Old Course),668,72,1,2:40pm,64,2.912,0.945,0.874,0.944,2.763,5.675,304.8,0.75,0.944,1.0,38.514,31.862,3,1
pga,2022,2022,The Open Championship,100,"Young, Cameron",26651,2,1,St. Andrews Links (Old Course),668,72,1,8:25am,64,1.858,2.213,3.818,0.81,6.841,8.699,323.1,0.5,1.0,1.0,42.925,24.445,7,3
pga,2022,2022,The Open Championship,100,"Young, Cameron",26651,2,2,St. Andrews Links (Old Course),668,72,1,1:26pm,69,0.039,1.019,0.391,1.275,2.685,2.724,310.8,0.688,0.778,0.5,44.707,36.932,3,2
pga,2022,2022,The Open Championship,100,"Young, Cameron",26651,2,3,St. Andrews Links (Old Course),668,72,1,3:55pm,71,-0.094,0.051,-1.257,1.637,0.431,0.337,327.4,0.562,0.611,0.625,65.758,35.977,6,6
pga,2022,2022,The Open Championship,100,"Young, Cameron",26651,2,4,St. Andrews Links (Old Course),668,72,1,2:40pm,65,2.216,-0.066,0.931,1.593,2.459,4.675,325.8,0.812,0.944,0.5,36.355,36.298,6,3
pga,2022,2022,The Open Championship,100,"McIlroy, Rory",10091,3,1,St. Andrews Links (Old Course),668,72,1,9:58am,66,3.499,0.962,0.272,1.966,3.2,6.699,325.2,0.562,0.778,0.833,42.972,38.429,7,3
pga,2022,2022,The Open Championship,100,"McIlroy, Rory",10091,3,2,St. Andrews Links (Old Course),668,72,1,2:59pm,68,0.119,-0.281,1.098,2.789,3.606,3.724,321.7,0.625,0.944,0.333,45.998,32.897,5,3
pga,2022,2022,The Open Championship,100,"McIlroy, Rory",10091,3,3,St. Andrews Links (Old Course),668,72,1,3:45pm,66,0.652,2.625,0.615,1.446,4.686,5.337,326.0,0.625,0.889,0.6,48.939,36.412,4,3
pga,2022,2022,The Open Championship,100,"McIlroy, Rory",10091,3,4,St. Andrews Links (Old Course),668,72,1,2:50pm,70,-1.412,-0.463,-0.067,1.617,1.087,-0.325,324.5,0.75,1.0,0.0,51.415,29.069,1,0
pga,2022,2022,The Open Championship,100,"Fleetwood, Tommy",12294,T4,1,St. Andrews Links (Old Course),668,72,1,8:14am,72,-0.219,0.163,0.205,0.55,0.918,0.699,325.2,0.562,0.778,0.571,55.653,42.704,6,6
pga,2022,2022,The Open Championship,100,"Fleetwood, Tommy",12294,T4,2,St. Andrews Links (Old Course),668,72,1,1:15pm,69,0.735,0.853,1.353,-0.216,1.99,2.724,297.6,0.625,0.889,0.667,59.291,32.755,4,2
pga,2022,2022,The Open Championship,100,"Fleetwood, Tommy",12294,T4,3,St. Andrews Links (Old Course),668,72,1,12:10pm,66,3.968,-0.56,0.881,1.048,1.369,5.337,320.1,0.625,0.889,0.429,45.374,38.722,5,3
pga,2022,2022,The Open Championship,100,"Fleetwood, Tommy",12294,T4,4,St. Andrews Links (Old Course),668,72,1,2:20pm,67,0.939,1.714,1.57,-1.549,1.735,2.675,313.4,0.562,0.778,0.8,45.709,30.247,4,5
pga,2022,2022,The Open Championship,100,"Hovland, Viktor",18841,T4,1,St. Andrews Links (Old Course),668,72,1,10:09am,68,1.683,0.869,1.429,0.718,3.016,4.699,318.9,0.688,0.833,0.6,64.534,33.156,6,3
pga,2022,2022,The Open Championship,100,"Hovland, Viktor",18841,T4,2,St. Andrews Links (Old Course),668,72,1,3:10pm,66,1.506,1.418,2.154,0.647,4.219,5.724,307.0,0.688,0.833,0.667,22.749,43.4,4,1
pga,2022,2022,The Open Championship,100,"Hovland, Viktor",18841,T4,3,St. Andrews Links (Old Course),668,72,1,3:45pm,66,2.943,1.576,-0.645,1.463,2.394,5.337,316.1,0.562,0.833,0.571,61.133,46.487,7,2
pga,2022,2022,The Open Championship,100,"Hovland, Viktor",18841,T4,4,St. Andrews Links (Old Course),668,72,1,2:50pm,74,-2.117,0.204,-0.825,-1.588,-2.209,-4.325,296.3,0.562,0.778,0.6,35.613,37.645,1,5
pga,2022,2022,The Open Championship,100,"Harman, Brian",8825,T6,1,St. Andrews Links (Old Course),668,72,1,8:47am,73,3.044,-0.917,-2.514,0.085,-3.346,-0.301,305.0,0.688,0.667,0.429,35.792,35.628,8,8
pga,2022,2022,The Open Championship,100,"Harman, Brian",8825,T6,2,St. Andrews Links (Old Course),668,72,1,1:48pm,68,3.52,0.439,-1.127,0.893,0.205,3.724,294.3,0.812,0.778,0.75,60.321,33.077,5,1
pga,2022,2022,The Open Championship,100,"Harman, Brian",8825,T6,3,St. Andrews Links (Old Course),668,72,1,12:10pm,68,-0.347,1.198,1.751,0.735,3.684,3.337,311.8,0.688,0.889,0.6,60.958,27.07,2,3
pga,2022,2022,The Open Championship,100,"Harman, Brian",8825,T6,4,St. Andrews Links (Old Course),668,72,1,1:35pm,66,2.481,-0.359,1.477,0.076,1.194,3.675,298.3,0.688,0.889,0.5,32.412,26.868,5,3
