tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2022,2022,U.S. Open,26,"Fitzpatrick, Matt",17646,1,1,The Country Club,654,70,1,1:36pm,68,1.38,2.59,-0.46,1.26,3.39,4.769,300.6,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Fitzpatrick, Matt",17646,1,2,The Country Club,654,70,10,7:56am,70,-2.25,1.05,1.94,1.25,4.24,1.994,317.7,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Fitzpatrick, Matt",17646,1,3,The Country Club,654,70,1,2:39pm,68,1.2,1.83,1.62,0.88,4.33,5.531,318.6,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Fitzpatrick, Matt",17646,1,4,The Country Club,654,70,1,2:45pm,68,-0.1,0.18,2.63,1.39,4.19,4.094,300.1,0.786,,,,,,
pga,2022,2022,U.S. Open,26,"Scheffler, Scottie",18417,T2,1,The Country Club,654,70,10,1:25pm,70,0.84,-0.35,1.14,1.14,1.93,2.769,291.1,0.786,,,,,,
pga,2022,2022,U.S. Open,26,"Scheffler, Scottie",18417,T2,2,The Country Club,654,70,1,7:40am,67,-0.9,-0.3,4.97,1.22,5.89,4.994,321.9,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Scheffler, Scottie",18417,T2,3,The Country Club,654,70,1,3:01pm,71,2.1,-1.83,1.77,0.5,0.43,2.531,325.5,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Scheffler, Scottie",18417,T2,4,The Country Club,654,70,1,2:23pm,67,1.31,0.93,1.33,1.53,3.78,5.094,314.5,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Zalatoris, Will",19428,T2,1,The Country Club,654,70,1,8:02am,69,1.73,-0.05,2.01,0.07,2.04,3.769,298.7,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Zalatoris, Will",19428,T2,2,The Country Club,654,70,10,1:47pm,70,0.75,-0.08,1.85,-0.53,1.24,1.994,315.1,0.429,,,,,,
pga,2022,2022,U.S. Open,26,"Zalatoris, Will",19428,T2,3,The Country Club,654,70,1,1:39pm,67,3.23,1.27,0.98,1.05,3.3,6.531,308.6,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Zalatoris, Will",19428,T2,4,The Country Club,654,70,1,2:45pm,69,1.5,-0.1,2.53,-0.84,1.59,3.094,302.4,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Matsuyama, Hideki",13562,4,1,The Country Club,654,70,10,7:40am,70,-0.63,0.72,3.11,-0.44,3.4,2.769,295.9,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Matsuyama, Hideki",13562,4,2,The Country Club,654,70,1,1:25pm,70,0.4,-0.35,1.77,0.18,1.59,1.994,298.5,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Matsuyama, Hideki",13562,4,3,The Country Club,654,70,1,1:06pm,72,-0.59,-0.18,2.85,-0.55,2.12,1.531,279.4,0.429,,,,,,
pga,2022,2022,U.S. Open,26,"Matsuyama, Hideki",13562,4,4,The Country Club,654,70,1,1:01pm,65,4.57,1.03,1.46,0.04,2.52,7.094,309.8,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"McIlroy, Rory",10091,T5,1,The Country Club,654,70,10,7:40am,67,4.34,-1.36,2.1,0.69,1.43,5.769,288.3,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"McIlroy, Rory",10091,T5,2,The Country Club,654,70,1,1:25pm,69,1.98,-0.87,0.96,0.91,1.01,2.994,300.8,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"McIlroy, Rory",10091,T5,3,The Country Club,654,70,1,3:23pm,73,0.98,-1.78,0.61,0.72,-0.45,0.531,312.6,0.429,,,,,,
pga,2022,2022,U.S. Open,26,"McIlroy, Rory",10091,T5,4,The Country Club,654,70,1,2:12pm,69,2.53,-0.68,0.0,1.24,0.56,3.094,302.0,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Morikawa, Collin",22085,T5,1,The Country Club,654,70,1,7:18am,69,1.02,1.9,-0.18,1.02,2.75,3.769,307.0,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Morikawa, Collin",22085,T5,2,The Country Club,654,70,10,1:03pm,66,2.33,0.58,2.64,0.44,3.66,5.994,309.8,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Morikawa, Collin",22085,T5,3,The Country Club,654,70,1,3:45pm,77,-0.42,-0.05,-1.87,-1.12,-3.05,-3.469,307.1,0.214,,,,,,
pga,2022,2022,U.S. Open,26,"Morikawa, Collin",22085,T5,4,The Country Club,654,70,1,12:39pm,66,2.03,-0.63,3.94,0.76,4.06,6.094,303.8,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Bradley, Keegan",13872,T7,1,The Country Club,654,70,10,8:02am,70,1.48,0.11,0.28,0.9,1.29,2.769,317.1,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Bradley, Keegan",13872,T7,2,The Country Club,654,70,1,1:47pm,69,-0.6,-0.63,4.26,-0.03,3.59,2.994,309.3,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Bradley, Keegan",13872,T7,3,The Country Club,654,70,1,1:50pm,69,2.54,-0.81,2.45,0.36,1.99,4.531,307.9,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Bradley, Keegan",13872,T7,4,The Country Club,654,70,1,2:34pm,71,-2.67,-0.82,3.91,0.67,3.76,1.094,304.3,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Hadwin, Adam",13965,T7,1,The Country Club,654,70,1,2:09pm,66,0.57,2.86,2.75,0.59,6.2,6.769,304.0,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Hadwin, Adam",13965,T7,2,The Country Club,654,70,10,8:24am,72,0.11,-0.53,0.71,-0.3,-0.12,-0.006,284.8,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Hadwin, Adam",13965,T7,3,The Country Club,654,70,1,2:28pm,70,0.35,1.57,0.7,0.91,3.18,3.531,296.5,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Hadwin, Adam",13965,T7,4,The Country Club,654,70,1,2:23pm,71,4.18,-0.71,-2.01,-0.37,-3.09,1.094,302.4,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"McCarthy, Denny",19870,T7,1,The Country Club,654,70,10,6:56am,73,0.75,-1.41,0.14,0.28,-0.98,-0.231,290.7,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"McCarthy, Denny",19870,T7,2,The Country Club,654,70,1,12:41pm,70,1.17,0.56,0.05,0.21,0.82,1.994,302.1,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"McCarthy, Denny",19870,T7,3,The Country Club,654,70,1,10:11am,68,3.09,0.67,1.64,0.13,2.44,5.531,294.6,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"McCarthy, Denny",19870,T7,4,The Country Club,654,70,1,1:50pm,68,1.75,0.16,2.01,0.18,2.34,4.094,301.9,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Woodland, Gary",12577,T10,1,The Country Club,654,70,10,1:47pm,69,0.19,1.37,0.75,1.45,3.58,3.769,308.1,0.786,,,,,,
pga,2022,2022,U.S. Open,26,"Woodland, Gary",12577,T10,2,The Country Club,654,70,1,8:02am,73,-0.62,-1.02,-0.12,0.75,-0.39,-1.006,301.5,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Woodland, Gary",12577,T10,3,The Country Club,654,70,1,11:55am,69,0.83,-0.14,1.77,2.08,3.7,4.531,327.0,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Woodland, Gary",12577,T10,4,The Country Club,654,70,1,1:50pm,69,-0.37,2.71,0.21,0.54,3.46,3.094,299.2,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Dahmen, Joel",14509,T10,1,The Country Club,654,70,10,8:35am,67,0.13,0.85,3.31,1.48,5.64,5.769,296.4,0.857,,,,,,
pga,2022,2022,U.S. Open,26,"Dahmen, Joel",14509,T10,2,The Country Club,654,70,1,2:20pm,68,1.73,0.02,1.5,0.74,2.26,3.994,304.8,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Dahmen, Joel",14509,T10,3,The Country Club,654,70,1,3:45pm,74,-1.51,-0.91,1.33,0.62,1.04,-0.469,294.2,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Dahmen, Joel",14509,T10,4,The Country Club,654,70,1,2:01pm,71,-0.53,0.26,1.84,-0.48,1.62,1.094,287.5,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Power, Seamus",10104,T12,1,The Country Club,654,70,1,1:25pm,71,2.28,-0.27,-0.56,0.32,-0.51,1.769,291.5,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Power, Seamus",10104,T12,2,The Country Club,654,70,10,7:42am,70,2.29,-0.34,1.2,-1.16,-0.3,1.994,309.6,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Power, Seamus",10104,T12,3,The Country Club,654,70,1,12:55pm,70,1.61,0.17,2.55,-0.79,1.92,3.531,312.5,0.5,,,,,,
pga,2022,2022,U.S. Open,26,"Power, Seamus",10104,T12,4,The Country Club,654,70,1,1:34pm,70,-0.25,0.06,1.62,0.67,2.34,2.094,312.9,0.571,,,,,,
pga,2022,2022,U.S. Open,26,"Rahm, Jon",19195,T12,1,The Country Club,654,70,1,7:18am,69,0.31,0.46,1.12,1.88,3.46,3.769,310.8,0.643,,,,,,
pga,2022,2022,U.S. Open,26,"Rahm, Jon",19195,T12,2,The Country Club,654,70,10,1:03pm,67,2.97,0.73,-0.19,1.49,2.02,4.994,319.6,0.714,,,,,,
pga,2022,2022,U.S. Open,26,"Rahm, Jon",19195,T12,3,The Country Club,654,70,1,3:34pm,71,2.84,-0.11,-0.51,0.31,-0.31,2.531,290.6,0.429,,,,,,
pga,2022,2022,U.S. Open,26,"Rahm, Jon",19195,T12,4,The Country Club,654,70,1,2:34pm,74,-2.71,-0.77,0.98,0.59,0.8,-1.906,316.9,0.571,,,,,,
