tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2023,2023,PGA Championship,33,"Koepka, Brooks",16243,1,1,Oak Hill Country Club,514,70,10,9:50am,72,0.235,1.84,-1.9,1.505,1.444,1.679,296.0,0.5,0.333,0.8,67.583,36.125,6,4
pga,2023,2023,PGA Championship,33,"Koepka, Brooks",16243,1,2,Oak Hill Country Club,514,70,1,1:25pm,66,0.668,1.569,2.253,2.33,6.152,6.821,306.0,0.571,0.611,0.75,82.806,19.381,8,1
pga,2023,2023,PGA Championship,33,"Koepka, Brooks",16243,1,3,Oak Hill Country Club,514,70,1,2:30pm,66,2.213,0.612,1.96,1.834,4.406,6.618,278.5,0.643,0.833,0.75,41.396,26.897,8,2
pga,2023,2023,PGA Championship,33,"Koepka, Brooks",16243,1,4,Oak Hill Country Club,514,70,1,2:30pm,67,1.011,0.491,3.023,-0.867,2.647,3.658,286.4,0.571,0.667,0.6,30.25,28.441,5,3
pga,2023,2023,PGA Championship,33,"Scheffler, Scottie",18417,T2,1,Oak Hill Country Club,514,70,10,9:50am,67,1.4,1.892,1.991,1.397,5.279,6.679,302.2,0.571,0.611,0.857,70.812,28.518,5,2
pga,2023,2023,PGA Championship,33,"Scheffler, Scottie",18417,T2,2,Oak Hill Country Club,514,70,1,1:25pm,68,1.109,0.439,2.277,0.996,3.711,4.821,296.3,0.429,0.667,0.667,56.222,26.292,4,0
pga,2023,2023,PGA Championship,33,"Scheffler, Scottie",18417,T2,3,Oak Hill Country Club,514,70,1,2:50pm,73,-2.023,-0.029,-0.73,2.401,1.642,-0.382,286.8,0.571,0.722,0.6,151.195,30.356,1,2
pga,2023,2023,PGA Championship,33,"Scheffler, Scottie",18417,T2,4,Oak Hill Country Club,514,70,1,2:10pm,65,1.024,1.302,1.755,1.577,4.633,5.658,300.9,0.786,0.833,0.75,61.833,22.5,7,3
pga,2023,2023,PGA Championship,33,"Hovland, Viktor",18841,T2,1,Oak Hill Country Club,514,70,10,10:12am,68,0.992,0.464,4.531,-0.308,4.688,5.679,303.3,0.429,0.722,1.0,31.056,20.701,6,2
pga,2023,2023,PGA Championship,33,"Hovland, Viktor",18841,T2,2,Oak Hill Country Club,514,70,1,1:47pm,67,1.156,0.353,2.932,1.38,4.664,5.821,294.9,0.5,0.722,0.667,36.375,23.288,6,2
pga,2023,2023,PGA Championship,33,"Hovland, Viktor",18841,T2,3,Oak Hill Country Club,514,70,1,2:40pm,70,-1.703,0.159,2.65,1.513,4.321,2.618,277.3,0.714,0.778,0.5,44.938,26.048,6,3
pga,2023,2023,PGA Championship,33,"Hovland, Viktor",18841,T2,4,Oak Hill Country Club,514,70,1,2:30pm,68,2.259,1.59,0.122,-1.313,0.399,2.658,284.6,0.5,0.611,1.0,54.5,22.691,4,5
pga,2023,2023,PGA Championship,33,"Davis, Cameron",17786,T4,1,Oak Hill Country Club,514,70,1,2:20pm,71,0.862,-0.082,0.485,1.414,1.818,2.679,298.6,0.5,0.667,0.5,99.889,24.917,6,5
pga,2023,2023,PGA Championship,33,"Davis, Cameron",17786,T4,2,Oak Hill Country Club,514,70,10,7:05am,70,-0.9,1.938,1.234,0.549,3.721,2.821,304.0,0.5,0.5,0.778,20.333,28.01,3,5
pga,2023,2023,PGA Championship,33,"Davis, Cameron",17786,T4,3,Oak Hill Country Club,514,70,1,1:10pm,71,-2.414,0.722,2.635,0.676,4.033,1.618,281.9,0.357,0.722,0.8,38.125,31.352,5,5
pga,2023,2023,PGA Championship,33,"Davis, Cameron",17786,T4,4,Oak Hill Country Club,514,70,1,12:50pm,65,1.412,1.595,0.113,2.537,4.246,5.658,298.0,0.714,0.611,0.75,72.611,28.111,7,2
pga,2023,2023,PGA Championship,33,"DeChambeau, Bryson",19841,T4,1,Oak Hill Country Club,514,70,10,10:56am,66,2.307,0.273,2.116,2.983,5.372,7.679,313.2,0.643,0.833,0.714,85.667,24.526,11,0
pga,2023,2023,PGA Championship,33,"DeChambeau, Bryson",19841,T4,2,Oak Hill Country Club,514,70,1,2:31pm,71,-1.877,-0.705,1.461,2.941,3.698,1.821,305.3,0.714,0.722,0.667,25.25,32.535,6,2
pga,2023,2023,PGA Championship,33,"DeChambeau, Bryson",19841,T4,3,Oak Hill Country Club,514,70,1,2:30pm,70,1.389,-0.571,0.871,0.929,1.229,2.618,296.4,0.429,0.667,0.667,42.771,31.814,5,1
